08210112_1,3,0.461,0.310,0.714,0.968,1,0.200
08210112_1,3,0.461,0.310,0.714,0.968,2,0.012
08210112_1,3,0.461,0.310,0.714,0.968,3,0.010
08210112_1,3,0.461,0.310,0.714,0.968,4,0.015
08210112_1,3,0.461,0.310,0.714,0.968,5,0.014
08210112_1,3,0.461,0.310,0.714,0.968,6,0.114
08210112_1,3,0.461,0.310,0.714,0.968,7,0.281
08210112_1,3,0.461,0.310,0.714,0.968,8,0.010
08210112_1,3,0.461,0.310,0.714,0.968,9,0.015
08210112_1,3,0.461,0.310,0.714,0.968,10,0.025
08210112_1,3,0.461,0.310,0.714,0.968,11,0.029
08210112_1,3,0.461,0.310,0.714,0.968,12,0.037
08210112_1,3,0.461,0.310,0.714,0.968,13,0.012
08210112_1,3,0.461,0.310,0.714,0.968,14,0.049
08210112_1,3,0.461,0.310,0.714,0.968,15,0.031
08210112_1,3,0.461,0.310,0.714,0.968,16,0.016
08210112_1,3,0.461,0.310,0.714,0.968,17,0.032
08210112_1,3,0.461,0.310,0.714,0.968,18,0.016
08210112_1,3,0.461,0.310,0.714,0.968,19,0.013
08210112_1,3,0.461,0.310,0.714,0.968,20,0.012
08210112_1,3,0.461,0.310,0.714,0.968,21,0.014
08210112_1,3,0.461,0.310,0.714,0.968,22,0.020
08210112_1,3,0.461,0.310,0.714,0.968,23,0.014
08210112_1,3,0.461,0.310,0.714,0.968,24,0.014
08210112_1,3,0.461,0.310,0.714,0.968,25,0.014
08210112_1,3,0.461,0.310,0.714,0.968,26,0.020
08210112_1,3,0.461,0.310,0.714,0.968,27,0.015
08210112_1,3,0.461,0.310,0.714,0.968,28,0.016
08210112_1,3,0.461,0.310,0.714,0.968,29,0.018
08210112_1,3,0.461,0.310,0.714,0.968,30,0.017
08210112_1,3,0.461,0.310,0.714,0.968,31,0.017
08210112_1,3,0.461,0.310,0.714,0.968,32,0.012
08210112_1,3,0.461,0.310,0.714,0.968,33,0.012
08210112_1,3,0.461,0.310,0.714,0.968,34,0.017
08210112_1,3,0.461,0.310,0.714,0.968,35,0.014
08210112_1,3,0.461,0.310,0.714,0.968,36,0.016
08210112_1,3,0.461,0.310,0.714,0.968,37,0.016
08210112_1,3,0.461,0.310,0.714,0.968,38,0.020
08210112_1,3,0.461,0.310,0.714,0.968,39,0.018
08210112_1,3,0.461,0.310,0.714,0.968,40,0.018
08210112_1,3,0.461,0.310,0.714,0.968,41,0.012
08210112_1,3,0.461,0.310,0.714,0.968,42,0.017
08210112_1,3,0.461,0.310,0.714,0.968,43,0.016
08210112_1,3,0.461,0.310,0.714,0.968,44,0.015
08210112_1,3,0.461,0.310,0.714,0.968,45,0.016
08210112_1,3,0.461,0.310,0.714,0.968,46,0.018
08210112_1,3,0.461,0.310,0.714,0.968,47,0.018
08210112_1,3,0.461,0.310,0.714,0.968,48,0.019
08210112_1,3,0.461,0.310,0.714,0.968,49,0.019
08210112_1,3,0.461,0.310,0.714,0.968,50,0.010
08210112_1,3,0.461,0.310,0.714,0.968,51,0.011
08210112_1,3,0.461,0.310,0.714,0.968,52,0.009
08210112_1,3,0.461,0.310,0.714,0.968,53,0.013
08210112_1,3,0.461,0.310,0.714,0.968,54,0.014
08210112_1,3,0.461,0.310,0.714,0.968,55,0.015
08210112_1,3,0.461,0.310,0.714,0.968,56,0.014
08210112_1,3,0.461,0.310,0.714,0.968,57,0.018
08210112_1,3,0.461,0.310,0.714,0.968,58,0.013
08210112_1,3,0.461,0.310,0.714,0.968,59,0.023
08210112_1,3,0.461,0.310,0.714,0.968,60,0.017
08210112_1,3,0.461,0.310,0.714,0.968,61,0.018
08210112_1,3,0.461,0.310,0.714,0.968,62,0.019
08210112_1,3,0.461,0.310,0.714,0.968,63,0.016
08210112_1,3,0.461,0.310,0.714,0.968,64,0.014
08210112_1,3,0.461,0.310,0.714,0.968,65,0.015
08210112_1,3,0.461,0.310,0.714,0.968,66,0.021
08210112_1,3,0.461,0.310,0.714,0.968,67,0.019
08210112_1,3,0.461,0.310,0.714,0.968,68,0.014
08210112_1,3,0.461,0.310,0.714,0.968,69,0.018
08210112_1,3,0.461,0.310,0.714,0.968,70,0.019
08210112_1,3,0.461,0.310,0.714,0.968,71,0.013
08210112_1,3,0.461,0.310,0.714,0.968,72,0.017
08210112_1,3,0.461,0.310,0.714,0.968,73,0.016
08210112_1,3,0.461,0.310,0.714,0.968,74,0.050
08210112_1,3,0.461,0.310,0.714,0.968,75,0.016
08210112_1,3,0.461,0.310,0.714,0.968,76,0.016
08210112_1,3,0.461,0.310,0.714,0.968,77,0.016
08210112_1,3,0.461,0.310,0.714,0.968,78,0.015
08210112_1,3,0.461,0.310,0.714,0.968,79,0.035
