20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,1,0.012
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,2,0.013
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,3,0.003
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,5,0.006
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,7,0.998
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,9,0.003
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,10,0.004
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,12,0.007
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,13,0.006
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,14,0.003
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,15,0.004
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,16,0.006
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,17,0.007
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,18,0.008
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,19,0.004
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,20,0.009
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,21,0.006
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,22,0.003
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,23,0.005
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,24,0.006
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,25,0.011
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,26,0.005
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,27,0.005
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,28,0.005
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,29,0.002
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,30,0.007
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,31,0.008
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,32,0.007
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,33,0.006
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,34,0.005
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,35,0.016
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,36,0.004
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,37,0.004
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,38,0.007
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,39,0.007
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,40,0.005
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,41,0.004
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,42,0.007
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,43,0.010
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,44,0.005
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,45,0.006
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,46,0.005
20210619-175518-IMG_0124_5,3,0.833,0.655,0.995,0.995,47,0.005
